Gender,Age,CreditScore,MonthlyIncome,Country,RFM_Score,Clusters,CustomerID,FullName
1,34,736,4038,4,1.69,"Lower Income, Low Spending Score",1389,Michael Logan
1,44,748,4380,6,1.36,"High Income, Low Spending Score",1390,Mary Hester
0,21,625,5462,6,3.57,"High Income, High Spending Score",1391,Tammy Frazier
0,72,722,3929,5,1.36,"Lower Income, Low Spending Score",1392,Jeffrey Rodriguez
1,45,731,3557,7,4.62,"Average Income, High Spending Score",1393,Danielle Brown
1,23,673,7771,8,1.36,"High Income, Low Spending Score",1394,Michelle Campbell
0,44,646,6587,0,1.36,"High Income, High Spending Score",1395,Edward Harris
1,41,671,5383,6,3.81,"Average Income, High Spending Score",1396,Brittney Yu
1,34,761,5376,1,3.72,"Average Income, High Spending Score",1397,Jeanette Walker
1,30,620,3307,0,3.65,"Average Income, High Spending Score",1398,Pamela King
0,68,614,7217,7,3.67,"High Income, High Spending Score",1400,Joshua Barnes
0,34,692,6617,7,3.67,"High Income, High Spending Score",1401,Samantha Walter
1,25,714,7070,2,3.85,"Average Income, High Spending Score",1402,Mr. Todd Gibson
1,22,651,6263,0,3.65,"Average Income, High Spending Score",1403,Brian Hardy
0,71,622,3747,0,1.91,"Lower Income, Low Spending Score",1404,Linda Pace
0,47,605,7568,8,3.62,"High Income, High Spending Score",1405,Rose Graham
1,44,687,6409,5,1.36,"High Income, Low Spending Score",1406,Carrie Jones
1,50,630,5843,6,3.81,"High Income, High Spending Score",1407,Alexa Barnes
1,44,719,3626,0,1.36,"Lower Income, Low Spending Score",1408,Zachary Davis
0,46,776,5319,2,3.84,"Average Income, High Spending Score",1409,Kyle Johnson
0,64,728,4735,2,1.37,"Lower Income, Low Spending Score",1410,Patricia Greene
0,35,664,3796,6,1.37,"High Income, Low Spending Score",1411,Michelle Keller
0,37,710,5803,7,1.37,"High Income, Low Spending Score",1412,Daniel Moore
0,22,754,3027,3,3.8,"Average Income, High Spending Score",1413,Brandi Mills
0,71,688,5406,5,1.37,"High Income, High Spending Score",1414,David Young
0,64,645,7848,1,3.83,"High Income, High Spending Score",1415,Rebecca Kelley
0,47,769,6076,8,1.37,"High Income, Low Spending Score",1416,Angela Fry
0,68,626,6253,1,3.72,"High Income, High Spending Score",1417,Jennifer Garcia
1,37,655,4794,2,1.37,"Lower Income, Low Spending Score",1418,Deborah Sullivan
1,54,648,5887,6,3.61,"High Income, High Spending Score",1419,Michael Hartman
1,69,709,4288,4,1.37,"Lower Income, Low Spending Score",1420,Alexandra Galvan
0,20,709,7201,2,1.85,"Average Income, High Spending Score",1421,Robert Ramirez
1,26,699,6034,3,1.37,"Average Income, High Spending Score",1422,Jordan Carpenter
0,27,739,3479,2,1.37,"Lower Income, Low Spending Score",1423,Lawrence Bolton
1,52,765,7696,7,3.79,"High Income, Low Spending Score",1424,Tracy Novak
1,52,668,5625,3,1.37,"Lower Income, Low Spending Score",1425,Jennifer Osborne
1,60,602,6569,5,1.37,"High Income, High Spending Score",1426,Nathan Paul
1,69,756,4074,0,1.37,"Lower Income, Low Spending Score",1427,Cynthia Gomez
0,33,664,5002,2,1.37,"Lower Income, Low Spending Score",1428,Tiffany Boyd
1,59,746,3873,5,1.37,"Lower Income, Low Spending Score",1429,James Ward
0,22,720,3415,2,3.72,"Average Income, High Spending Score",1430,Christopher Pratt
1,64,724,6555,1,1.38,"Lower Income, Low Spending Score",1431,David Morton
1,22,692,3075,0,1.38,"Lower Income, Low Spending Score",1432,Ryan Jones
0,51,644,4944,0,1.38,"Lower Income, Low Spending Score",1433,Brittany Lopez
0,61,687,7734,7,3.78,"High Income, High Spending Score",1434,Douglas Garcia
0,56,745,3238,5,1.38,"High Income, Low Spending Score",1435,Cory Orr
1,29,686,5424,3,3.85,"Average Income, High Spending Score",1436,Dr. Christina Peterson
1,56,634,4530,8,3.87,"High Income, High Spending Score",1437,Justin Wagner
0,59,684,6493,8,1.38,"High Income, Low Spending Score",1438,Rachel Carroll
0,59,756,7420,4,3.71,"High Income, High Spending Score",1439,Jerry Meadows
0,31,614,6303,7,4.74,"High Income, High Spending Score",1440,Jason Mooney
0,63,641,4821,7,1.38,"High Income, High Spending Score",1441,Rachel Atkins
1,55,774,3799,2,1.38,"Lower Income, Low Spending Score",1443,Angela Salas
1,62,614,7330,7,3.59,"High Income, High Spending Score",1445,Tyler Holmes
0,42,712,7377,2,3.64,"High Income, High Spending Score",1446,Kimberly Hall
1,53,671,6521,0,1.38,"Lower Income, Low Spending Score",1447,Tyler Hansen
1,62,708,3789,3,1.38,"Lower Income, Low Spending Score",1449,Meghan Holloway
1,20,673,5031,4,4.61,"Average Income, High Spending Score",1450,Jamie Rose
0,38,730,4166,3,1.38,"High Income, Low Spending Score",1451,Douglas Brown
1,71,741,3090,3,3.57,"Lower Income, Low Spending Score",1452,Jesus Sanchez
0,44,745,5391,6,3.83,"High Income, Low Spending Score",1453,Christopher Gonzalez
1,24,654,5740,5,1.38,"Average Income, High Spending Score",1454,Heather Johnson
0,57,637,3650,7,1.38,"Lower Income, Low Spending Score",1455,Richard Oliver
1,21,724,4730,7,4.73,"Average Income, High Spending Score",1456,Kaitlyn Stevens
1,42,746,5488,1,4.5,"Average Income, High Spending Score",1458,Julie Jackson
0,35,607,4308,7,3.55,"High Income, High Spending Score",1459,Pamela Gibson
1,36,651,7311,0,4.7,"Average Income, High Spending Score",1460,Sara Stuart
0,64,613,5036,0,1.38,"Lower Income, Low Spending Score",1461,Benjamin Franklin
1,34,655,4170,2,1.38,"Lower Income, Low Spending Score",1462,Tammy Mendoza
0,42,663,5016,5,3.6,"High Income, High Spending Score",1463,Shawn Ortiz
0,33,759,5707,4,4.95,"Average Income, High Spending Score",1464,Bonnie Fisher
1,62,735,7150,2,3.82,"Average Income, High Spending Score",1465,Daniel Reynolds
1,69,659,7366,4,1.38,"High Income, High Spending Score",1466,Scott Cox
0,53,757,6185,1,1.39,"High Income, Low Spending Score",1467,Michael Lopez
0,48,753,4769,6,4.63,"High Income, Low Spending Score",1468,Christina White
0,59,664,4650,4,1.39,"Lower Income, Low Spending Score",1469,William Dalton
0,54,718,7743,4,1.39,"High Income, Low Spending Score",1471,Angela Phillips
0,44,738,4644,4,3.56,"High Income, Low Spending Score",1473,Mary Fritz
1,32,678,5153,3,3.76,"Average Income, High Spending Score",1474,Joyce Gomez
1,68,638,6836,7,1.39,"High Income, High Spending Score",1475,Tracy Garcia
1,47,732,7372,8,4.7,"Average Income, High Spending Score",1476,Lee Peterson
0,27,663,4572,1,1.39,"Lower Income, Low Spending Score",1477,Jessica Norris
0,44,706,4574,4,1.39,"High Income, Low Spending Score",1478,Virginia Curtis
1,24,779,6915,1,4.65,"Average Income, High Spending Score",1479,Jacob Sparks
0,58,616,7137,3,1.39,"High Income, High Spending Score",1480,Michael Briggs
1,68,735,6725,8,3.86,"High Income, Low Spending Score",1481,Charles Mccoy
0,47,694,6843,4,3.67,"High Income, High Spending Score",1482,Sara Martinez
0,66,713,3702,4,1.39,"Lower Income, Low Spending Score",1483,Linda Miles
0,61,617,7045,4,1.39,"High Income, High Spending Score",1484,Lori Obrien
1,41,740,7329,4,3.78,"Average Income, High Spending Score",1485,Gabrielle Doyle
1,68,608,3252,0,4.75,"Lower Income, Low Spending Score",1486,Alexandria Johnston
1,63,691,3640,5,1.39,"Lower Income, Low Spending Score",1487,Angelica Harvey
0,41,778,7612,5,1.39,"High Income, Low Spending Score",1488,William Huffman
0,21,767,4929,1,3.61,"Average Income, High Spending Score",1489,Aaron Bradley
1,52,661,5034,1,1.39,"Lower Income, Low Spending Score",1490,Kristine Johnson
0,19,780,7959,6,3.66,"High Income, Low Spending Score",1491,Susan Perry
0,44,727,3235,1,1.39,"Lower Income, Low Spending Score",1492,Jacob Salinas
1,37,676,5397,8,1.77,"High Income, Low Spending Score",1493,Jessica Williams
1,41,627,4622,6,1.39,"Lower Income, Low Spending Score",1494,Dana Schneider
0,56,600,7545,2,1.39,"High Income, High Spending Score",1495,Kyle Obrien
1,54,700,6528,7,4.55,"Average Income, High Spending Score",1496,William Sweeney
1,56,619,5313,0,1.4,"Lower Income, Low Spending Score",1497,Eric Watson
1,29,610,6825,2,1.4,"Average Income, High Spending Score",1498,Lindsay Villanueva
0,48,680,5841,8,1.4,"High Income, Low Spending Score",1500,Charles Morris
0,70,763,7845,6,1.4,"High Income, Low Spending Score",1501,Jason Henderson
0,56,673,3089,5,1.4,"Lower Income, Low Spending Score",1502,Edward Ibarra
1,37,778,7246,8,1.4,"High Income, Low Spending Score",1503,Terry Stewart
0,22,634,5551,5,1.4,"High Income, Low Spending Score",1504,Juan Gray
0,53,634,4083,0,1.4,"Lower Income, Low Spending Score",1506,Nicole Aguilar
0,39,653,5689,2,1.4,"Lower Income, Low Spending Score",1509,Jonathan Warner
0,43,763,5060,6,3.79,"High Income, Low Spending Score",1510,Jennifer Carter
0,21,768,3114,5,1.4,"High Income, Low Spending Score",1511,Michelle Henderson
1,35,629,5308,2,3.62,"Average Income, High Spending Score",1512,Rodney Smith
0,31,632,7130,7,1.4,"High Income, High Spending Score",1513,Melanie Parker
1,23,709,5766,3,1.4,"Average Income, High Spending Score",1514,Daniel Miller
0,32,757,3611,0,1.4,"Lower Income, Low Spending Score",1515,Mike Rasmussen
1,34,776,6761,8,3.69,"High Income, Low Spending Score",1516,Maria Lewis
0,57,761,5637,3,1.4,"High Income, Low Spending Score",1517,Evelyn Jones
0,25,689,7734,1,3.74,"Average Income, High Spending Score",1518,Melanie Johnson
0,39,611,5943,8,1.4,"High Income, High Spending Score",1519,Angela Simon
1,21,750,5617,3,1.41,"High Income, Low Spending Score",1521,Brian Martinez
0,19,722,3815,5,1.41,"High Income, Low Spending Score",1522,Douglas Clark
0,33,675,6751,7,3.55,"High Income, High Spending Score",1523,Brandy Howell
1,37,759,7681,6,1.41,"High Income, Low Spending Score",1524,Alyssa Williams
0,67,682,7758,6,1.41,"High Income, High Spending Score",1525,Cory Valdez
1,39,613,4454,8,1.41,"Lower Income, Low Spending Score",1526,James Gomez
1,43,766,5062,1,1.41,"Lower Income, Low Spending Score",1527,Catherine Robbins
0,33,651,4750,3,3.61,"Average Income, High Spending Score",1528,Manuel Sanders
1,36,689,7791,7,1.79,"High Income, Low Spending Score",1529,Scott Reynolds
1,66,723,5953,7,1.41,"High Income, Low Spending Score",1530,Angel Pennington
1,68,659,4001,2,1.41,"Lower Income, Low Spending Score",1531,Mark Torres
0,29,631,3106,2,1.41,"Lower Income, Low Spending Score",1532,Sean Hunter
0,33,731,5851,8,1.41,"High Income, Low Spending Score",1533,Lonnie Odonnell
0,64,682,7099,8,3.57,"High Income, High Spending Score",1534,Rachel Cruz
1,69,744,4260,3,3.84,"Lower Income, Low Spending Score",1536,Emily Browning
1,55,716,6651,6,1.41,"High Income, Low Spending Score",1537,Veronica Miller
1,59,744,6195,5,1.41,"High Income, Low Spending Score",1538,Robert Williams
1,72,760,3273,6,3.74,"Lower Income, Low Spending Score",1539,Allison Maxwell
1,72,646,3535,7,1.41,"Lower Income, Low Spending Score",1540,Christopher Jackson
0,60,669,3335,2,4.55,"High Income, High Spending Score",1541,Melissa Anderson
0,30,655,7566,5,1.41,"High Income, High Spending Score",1542,Christopher Howard
0,27,747,7207,3,4.73,"Average Income, High Spending Score",1543,Jerry Jenkins
1,68,669,7463,8,1.41,"High Income, High Spending Score",1544,Tiffany Mejia
1,58,728,5821,0,1.9,"Lower Income, Low Spending Score",1545,Jonathan Dunn
0,36,678,3748,7,1.42,"High Income, Low Spending Score",1547,Jacob Steele
1,28,762,7943,7,1.42,"High Income, Low Spending Score",1548,Vanessa Garcia
0,22,706,3318,1,3.55,"Average Income, High Spending Score",1549,Alyssa Floyd
1,36,697,6390,8,3.83,"Average Income, High Spending Score",1550,Douglas Warner
0,54,721,6535,2,1.42,"High Income, Low Spending Score",1551,Nicholas Wiggins
0,64,641,7444,4,1.64,"High Income, High Spending Score",1552,Ian Christian
1,21,733,6546,3,1.42,"Average Income, High Spending Score",1553,Michael Andrews
0,53,615,3306,0,1.42,"Lower Income, Low Spending Score",1554,James Thompson
1,69,693,7294,1,1.42,"Lower Income, Low Spending Score",1556,Katherine Phillips
1,24,723,7440,7,4.81,"Average Income, High Spending Score",1557,Jessica Santiago
1,52,690,5478,2,1.42,"Lower Income, Low Spending Score",1558,James Cabrera
1,32,771,3393,6,1.42,"High Income, Low Spending Score",1559,Christopher Bryan
1,53,725,3365,2,3.6,"Lower Income, Low Spending Score",1560,Richard Cunningham
1,23,663,3779,5,3.58,"Average Income, High Spending Score",1561,Kendra Tate
0,29,650,5800,6,1.42,"High Income, Low Spending Score",1562,Elizabeth Hardy
1,70,655,5982,4,1.42,"Lower Income, Low Spending Score",1563,Gloria Moore
1,27,629,6988,7,1.42,"High Income, Low Spending Score",1564,Joshua Vargas
1,19,708,7634,6,3.73,"Average Income, High Spending Score",1565,Michael Palmer
1,33,639,5439,2,3.67,"Average Income, High Spending Score",1566,Victoria Russo
1,37,735,7256,2,1.42,"Average Income, High Spending Score",1567,Krystal Burton
0,66,686,3628,4,4.46,"High Income, High Spending Score",1568,Kim Thompson
0,68,659,6354,3,1.42,"High Income, High Spending Score",1569,Michael Simmons
1,49,742,3783,2,3.53,"Lower Income, Low Spending Score",1570,Andrew Evans
1,58,613,3775,0,3.6,"Lower Income, Low Spending Score",1571,Elizabeth Dennis
1,71,754,6991,3,3.66,"Average Income, High Spending Score",1572,Phillip Warren
0,37,765,7219,7,3.67,"High Income, Low Spending Score",1573,Alex Tate
0,59,724,5659,4,3.7,"High Income, High Spending Score",1574,Corey Ellis
1,47,686,6142,5,1.42,"High Income, Low Spending Score",1575,David Moore
1,56,670,5863,4,3.57,"Average Income, High Spending Score",1576,Stephanie Henderson
0,21,737,4730,4,1.43,"High Income, Low Spending Score",1577,Peter Harper
1,19,758,5407,6,3.66,"Average Income, High Spending Score",1578,Robert Johnson
0,57,694,6598,2,3.75,"High Income, High Spending Score",1579,Tiffany Shields
0,40,626,7997,2,3.57,"High Income, High Spending Score",1580,Brandon Jones
0,38,695,5027,2,3.73,"Average Income, High Spending Score",1581,Latoya Orr
0,66,727,4176,6,1.43,"High Income, Low Spending Score",1582,James Villarreal
0,48,604,5024,0,1.43,"Lower Income, Low Spending Score",1583,Robert Parks
0,55,625,6753,0,1.43,"High Income, High Spending Score",1584,Steven Lara
1,26,721,6914,4,1.43,"High Income, Low Spending Score",1585,Curtis Williams
1,47,670,6578,3,1.79,"Lower Income, Low Spending Score",1586,Ashley Mcmillan
1,58,685,3746,4,1.43,"Lower Income, Low Spending Score",1587,Jeffrey Cruz
1,55,651,4106,1,1.43,"Lower Income, Low Spending Score",1588,Theresa Hawkins
0,31,726,7752,4,4.64,"Average Income, High Spending Score",1589,Jesse Miller
0,36,619,5787,8,3.81,"High Income, High Spending Score",1590,James Patrick
0,31,731,3343,8,3.69,"High Income, Low Spending Score",1591,Joseph Blair
1,56,615,3267,1,3.72,"Lower Income, Low Spending Score",1592,Amanda Noble
1,69,768,4007,2,4.74,"Lower Income, Low Spending Score",1594,Keith Sanchez
1,25,696,7829,1,1.43,"Average Income, High Spending Score",1595,Robert Davis
1,35,655,7663,1,1.43,"Average Income, High Spending Score",1596,Karen Brown
1,36,644,5613,7,1.73,"High Income, Low Spending Score",1598,Karen Cruz
1,58,771,4050,6,1.43,"High Income, Low Spending Score",1599,Rachel Ruiz
1,63,645,6134,7,1.43,"High Income, High Spending Score",1600,Robert Castro
0,19,758,5334,6,3.63,"High Income, Low Spending Score",1601,Lisa Rodriguez
0,61,753,6569,6,1.43,"High Income, Low Spending Score",1602,Robert Harper
0,31,700,7951,0,1.43,"Average Income, High Spending Score",1603,Joshua Benton
0,41,616,4162,4,1.43,"Lower Income, Low Spending Score",1604,Sherri Curtis
0,33,683,7477,8,1.43,"High Income, Low Spending Score",1606,William Howard
1,63,648,3583,5,1.44,"Lower Income, Low Spending Score",1607,Betty Chambers
0,72,670,6252,2,1.44,"High Income, High Spending Score",1608,Todd Caldwell
0,48,762,7536,3,1.44,"High Income, Low Spending Score",1609,Jason Garcia
0,35,667,3038,4,3.64,"Lower Income, Low Spending Score",1610,Jose Murphy
0,36,754,7513,8,1.44,"High Income, Low Spending Score",1611,Bonnie Smith
1,55,646,3487,6,1.44,"Lower Income, Low Spending Score",1612,Aaron Jones
0,53,678,3287,1,1.44,"Lower Income, Low Spending Score",1613,David Warren
1,25,631,6647,1,1.44,"Average Income, High Spending Score",1614,Christina Cole
0,63,603,4676,1,3.56,"High Income, High Spending Score",1615,Donald Rojas
0,22,686,6060,3,1.44,"High Income, Low Spending Score",1616,Susan Wells
1,66,644,6267,0,3.77,"High Income, High Spending Score",1617,Miguel Barnes
0,70,658,4286,4,1.44,"Lower Income, Low Spending Score",1618,Carolyn Webb
1,68,774,4072,6,1.44,"High Income, Low Spending Score",1619,Kenneth Brown
0,20,690,7518,8,3.78,"High Income, Low Spending Score",1620,Ann Freeman
1,43,740,6117,4,1.44,"High Income, Low Spending Score",1621,Mary Hood
1,44,732,7977,4,1.44,"High Income, Low Spending Score",1622,Sandra Moore
0,23,703,7909,6,4.64,"Average Income, High Spending Score",1623,Candice Faulkner
1,51,757,5682,6,1.44,"High Income, Low Spending Score",1624,Christine Gilmore
1,25,750,7999,4,1.44,"High Income, Low Spending Score",1625,Joshua Lindsey
0,37,642,7822,8,3.81,"High Income, High Spending Score",1627,Jasmine Collins
1,47,625,4495,6,1.44,"Lower Income, Low Spending Score",1628,Michael Willis
0,37,752,7118,5,3.73,"High Income, Low Spending Score",1629,Brooke Morales
0,44,773,3205,4,1.45,"High Income, Low Spending Score",1630,Darius Young
0,71,676,4933,6,1.45,"High Income, High Spending Score",1631,Joshua Clark
0,68,780,6977,7,1.45,"High Income, Low Spending Score",1632,Charles Savage
1,71,630,7370,6,1.45,"High Income, High Spending Score",1633,Arthur Mcmillan
0,57,748,6560,2,1.45,"High Income, Low Spending Score",1634,Carolyn Rangel
0,59,764,7346,5,4.71,"High Income, High Spending Score",1635,Mary Hoffman
0,70,763,3083,2,1.45,"Lower Income, Low Spending Score",1636,Dennis Ortiz
1,57,613,6532,1,1.45,"Lower Income, Low Spending Score",1637,Felicia Barry
1,38,714,3282,5,3.83,"Average Income, High Spending Score",1638,Travis Larson
0,59,650,7996,1,1.45,"High Income, High Spending Score",1639,Cheryl Larson
1,69,680,6832,7,1.45,"High Income, Low Spending Score",1640,Daniel Brewer
1,37,771,3436,1,1.78,"Lower Income, Low Spending Score",1641,Jennifer Walker
0,62,637,5326,4,1.45,"High Income, High Spending Score",1642,Anna Grimes
1,31,714,7939,3,1.45,"Average Income, High Spending Score",1643,Marcus Young
0,49,705,7432,7,1.45,"High Income, Low Spending Score",1644,Michelle Hampton
0,36,740,4668,0,1.45,"Lower Income, Low Spending Score",1645,Samuel Benitez
1,22,667,6583,6,1.46,"High Income, Low Spending Score",1646,Carl Richards
1,25,673,4938,3,1.46,"Lower Income, Low Spending Score",1647,Jessica Johnson MD
1,24,767,5928,4,1.46,"High Income, Low Spending Score",1648,Deanna Gonzales
0,58,643,3808,0,1.46,"Lower Income, Low Spending Score",1649,Sarah Wright
0,55,762,7695,0,1.46,"High Income, Low Spending Score",1650,Keith Scott
0,29,684,4729,8,1.46,"High Income, Low Spending Score",1651,Cynthia Smith
1,36,623,6092,1,3.85,"Average Income, High Spending Score",1652,Vincent Hobbs
0,25,650,6818,7,3.86,"High Income, High Spending Score",1654,Jeffery Vaughn
1,21,665,3192,7,3.76,"Average Income, High Spending Score",1655,Eric Shepherd
0,25,621,5092,3,1.46,"Lower Income, Low Spending Score",1656,Julie Wilson
1,44,641,3251,0,1.46,"Lower Income, Low Spending Score",1657,Angela Baldwin
0,71,776,7517,6,1.46,"High Income, Low Spending Score",1658,Kelly Goodwin
1,18,637,5108,3,1.46,"Average Income, High Spending Score",1659,Christopher Perez DDS
0,71,610,5216,8,3.83,"High Income, High Spending Score",1660,Linda Roberts DVM
0,43,749,6970,5,1.46,"High Income, Low Spending Score",1661,Gregory Navarro
1,71,673,4336,7,3.62,"Lower Income, Low Spending Score",1662,Barbara Trujillo
0,41,747,6170,1,1.46,"High Income, Low Spending Score",1663,Daniel Ray
1,21,742,5855,3,3.58,"Average Income, High Spending Score",1664,Jonathan Myers
0,37,732,3001,2,3.55,"Lower Income, Low Spending Score",1665,Nichole Robinson
0,39,753,5893,6,1.46,"High Income, Low Spending Score",1666,Dawn Singleton
1,56,650,5154,5,3.77,"High Income, High Spending Score",1667,Angela Kim
1,41,716,3569,3,1.46,"Lower Income, Low Spending Score",1668,April Collins
0,60,759,5206,1,1.46,"Lower Income, Low Spending Score",1669,Kenneth Massey
1,44,664,6461,0,1.46,"Lower Income, Low Spending Score",1670,Margaret Schroeder
0,72,705,5746,2,3.88,"High Income, High Spending Score",1671,Daniel Jordan
1,48,634,3687,5,1.46,"Lower Income, Low Spending Score",1672,Jessica Luna
0,19,735,6095,3,1.47,"High Income, Low Spending Score",1673,Jose Fitzgerald
0,41,715,4442,4,4.7,"Average Income, High Spending Score",1674,Nathan Gibson
0,25,663,4251,7,1.47,"High Income, Low Spending Score",1675,Holly Hernandez
1,32,719,6818,5,1.47,"High Income, Low Spending Score",1676,Lisa Clark
1,48,630,6152,6,1.47,"Lower Income, Low Spending Score",1677,Daniel Jenkins
1,54,730,7351,5,1.47,"High Income, Low Spending Score",1679,Sarah Anderson
0,65,670,6780,5,3.59,"High Income, High Spending Score",1680,Audrey Arnold
0,25,639,6309,2,3.82,"Average Income, High Spending Score",1681,Michael Lewis
1,25,694,5757,6,4.5,"Average Income, High Spending Score",1683,Ronald Wade
1,44,633,3415,0,3.68,"Lower Income, Low Spending Score",1684,Holly Mitchell
1,57,686,4683,5,1.86,"Lower Income, Low Spending Score",1685,Theresa Potts
0,28,745,3283,5,1.47,"High Income, Low Spending Score",1686,Katie Jackson
0,32,626,7670,4,4.68,"High Income, High Spending Score",1687,John Conley
0,44,768,5287,8,1.47,"High Income, Low Spending Score",1688,Julie Graham
0,61,733,4466,1,1.47,"Lower Income, Low Spending Score",1689,Stephen Edwards
0,38,734,7946,8,1.47,"High Income, Low Spending Score",1690,Sarah Smith
1,40,673,7737,0,3.84,"Average Income, High Spending Score",1692,Hayley Freeman
0,21,665,7376,1,1.47,"Average Income, High Spending Score",1693,Eric Stewart
1,69,700,7132,4,1.47,"Lower Income, Low Spending Score",1694,Shelly Lawson
0,60,690,6557,6,1.47,"High Income, High Spending Score",1695,Jennifer Lawson
1,27,660,3386,4,1.47,"Lower Income, Low Spending Score",1696,Juan Webb
0,50,754,5605,2,3.75,"Average Income, High Spending Score",1697,Michael Smith
1,51,719,6191,5,1.47,"High Income, Low Spending Score",1698,Amber Roberts
0,34,734,5695,0,3.63,"Average Income, High Spending Score",1701,Angela Mercado
0,23,701,6395,6,3.77,"Average Income, High Spending Score",1703,Jeremy Walter
0,28,724,4455,4,1.48,"High Income, Low Spending Score",1704,John Floyd
1,22,708,3646,6,4.69,"Average Income, High Spending Score",1705,Thomas Gonzales
0,26,619,7259,0,1.48,"High Income, High Spending Score",1706,Ashley Ball
1,63,636,7287,4,3.69,"High Income, High Spending Score",1707,Justin Kelley
1,49,731,7237,0,3.54,"Average Income, High Spending Score",1708,Hannah Campbell
1,53,727,4396,5,1.48,"Lower Income, Low Spending Score",1709,Tyler Marshall
1,71,634,3390,0,3.81,"Lower Income, Low Spending Score",1710,Makayla Neal
1,46,695,6693,3,1.48,"Lower Income, Low Spending Score",1711,Joshua Rojas
0,68,777,4013,0,1.48,"Lower Income, Low Spending Score",1712,Robert Harrison
1,25,672,3347,1,1.48,"Lower Income, Low Spending Score",1713,Kayla Foster
1,33,661,3168,0,1.48,"Lower Income, Low Spending Score",1714,Megan Taylor
1,60,774,7058,6,3.58,"High Income, Low Spending Score",1715,Rachel Rivera
0,39,697,6005,6,1.48,"High Income, Low Spending Score",1716,Connor Navarro
0,62,652,6014,1,3.78,"High Income, High Spending Score",1717,Mary Torres
0,55,649,7955,1,4.46,"High Income, High Spending Score",1718,Robert Black
1,30,752,4800,8,1.48,"High Income, Low Spending Score",1719,Kimberly Turner
0,26,629,4516,4,4.72,"Average Income, High Spending Score",1720,Joshua Osborne
1,71,626,7763,8,4.65,"High Income, High Spending Score",1722,Sean Mcdaniel
0,29,713,7049,3,1.48,"High Income, Low Spending Score",1723,Rita Carney
0,24,675,6870,3,1.48,"High Income, Low Spending Score",1724,Sean Haynes
1,43,641,7480,3,4.69,"Average Income, High Spending Score",1725,Melissa Proctor
0,42,748,5288,0,1.48,"Lower Income, Low Spending Score",1726,Linda Jones
1,55,702,7145,7,1.48,"High Income, Low Spending Score",1728,Jamie Liu
1,18,614,5735,0,3.54,"Average Income, High Spending Score",1729,Duane Thompson
1,27,655,5990,2,4.55,"Average Income, High Spending Score",1730,Gary Chung
0,45,668,7599,7,1.48,"High Income, High Spending Score",1731,Melanie Foster
0,50,672,5797,6,1.48,"High Income, Low Spending Score",1732,John Stevens
1,51,630,3716,1,3.85,"Lower Income, Low Spending Score",1733,Sally Dunn
0,21,609,7975,4,4.65,"High Income, High Spending Score",1734,Peter Brown
0,43,656,4662,5,1.75,"Lower Income, Low Spending Score",1735,Tracie Small
0,25,744,3649,1,3.86,"Average Income, High Spending Score",1736,Brianna Brooks
0,47,640,3685,1,1.49,"Lower Income, Low Spending Score",1738,Andrea Griffin
0,62,646,4658,5,4.62,"High Income, High Spending Score",1739,John Williams
1,42,742,3963,1,3.7,"Average Income, High Spending Score",1740,Douglas Gonzalez
0,66,763,6161,1,3.78,"High Income, High Spending Score",1741,Sharon Tucker
1,69,718,5678,7,4.65,"High Income, High Spending Score",1743,Diana Jimenez
0,41,643,3588,8,1.49,"High Income, Low Spending Score",1744,Betty Pollard
1,38,767,4842,6,1.49,"High Income, Low Spending Score",1745,Janet Schwartz
0,48,607,7617,5,1.49,"High Income, High Spending Score",1746,Brent Taylor
1,56,743,6683,7,1.49,"High Income, Low Spending Score",1748,William Mcgee
0,62,619,5603,1,1.49,"High Income, High Spending Score",1749,Dr. Kimberly Fleming
1,70,622,6005,8,3.54,"High Income, High Spending Score",1750,Steven Ponce
0,58,674,6494,1,4.54,"High Income, High Spending Score",1751,Russell Ortega
1,57,739,6025,0,3.73,"Average Income, High Spending Score",1752,Dustin Burton
0,40,611,6822,5,1.49,"High Income, High Spending Score",1753,Julie Olson
1,68,641,6562,6,3.61,"High Income, High Spending Score",1754,Michael Sharp
0,60,636,3476,1,4.58,"High Income, High Spending Score",1755,Donna Thompson
0,39,669,3886,7,1.49,"High Income, Low Spending Score",1756,Jonathan Robinson
1,69,600,6074,8,1.49,"High Income, High Spending Score",1757,Matthew Morgan
1,37,703,4185,3,1.66,"Lower Income, Low Spending Score",1758,Cheryl Escobar
1,59,615,5551,2,1.49,"Lower Income, Low Spending Score",1759,Kyle Owens
0,45,724,5125,0,4.97,"Average Income, High Spending Score",1760,Taylor Pratt
1,50,642,7802,0,1.49,"Lower Income, Low Spending Score",1762,Adam Greene
0,69,655,3542,1,3.64,"Lower Income, Low Spending Score",1763,Jeanette Patterson
0,20,663,6911,3,4.79,"Average Income, High Spending Score",1764,Phillip Vazquez
1,65,718,6871,3,4.74,"Average Income, High Spending Score",1765,Troy Wells
1,59,752,5007,3,1.49,"Lower Income, Low Spending Score",1766,Kristen Hogan
1,31,768,5817,8,1.49,"High Income, Low Spending Score",1767,Chloe Goodwin
0,53,625,4794,0,1.49,"Lower Income, Low Spending Score",1768,Nina Griffin
1,58,722,7019,6,1.5,"High Income, Low Spending Score",1769,Andrea Osborne
0,24,653,4900,4,3.87,"Average Income, High Spending Score",1770,Jennifer Wolf
