CustomerID,FullName,Gender,Age,CreditScore,MonthlyIncome,Country,OrderConfirmationTime,Recency,Frequency,Monetary Value,R_rank_norm,F_rank_norm,M_rank_norm,RFM_Score,Customer Segment
1225,Sarah Aguirre,Female,25,751,6149,USA,2019-08-10 00:00:00,1604,1,175,9.47,29.18,29.01,1.31,Lost Customer
1226,Valerie Johnson,Female,46,688,4552,Canada,2019-08-10 07:04:00,1604,1,60,9.47,29.18,29.01,1.31,Lost Customer
1227,Jessica Garcia,Male,39,759,4072,UK,2023-03-11 19:05:00,294,2,175,76.93,74.05,73.62,3.71,Medium Value customer
1228,Rachel Munoz,Male,59,692,4817,Italy,2022-08-23 12:26:00,494,1,18,64.55,29.18,29.01,1.72,Low Value customer
1229,Lindsey Hughes,Female,21,634,7892,India,2023-05-26 15:01:00,218,2,450,82.5,74.05,73.62,3.75,Medium Value customer
1232,Laura Fisher,Male,20,715,6745,UK,2019-08-16 14:38:00,1597,1,360,9.66,29.18,29.01,1.31,Lost Customer
1233,Madison Meyer,Female,65,715,3820,Spain,2019-08-16 20:28:00,1597,1,280,9.66,29.18,29.01,1.31,Lost Customer
1234,Stacey Ramirez,Female,49,699,5063,India,2019-08-18 17:24:00,1595,1,1500,9.79,29.18,29.01,1.31,Lost Customer
1235,Erica Melton,Male,41,699,3301,India,2019-08-20 16:04:00,1593,1,120,9.88,29.18,29.01,1.31,Lost Customer
1236,Joseph Howell,Female,38,607,7052,Canada,2019-08-22 16:42:00,1591,1,50,9.97,29.18,29.01,1.31,Lost Customer
1237,Daniel Meyer,Female,66,685,6390,Japan,2019-08-24 10:58:00,1589,1,1000,10.06,29.18,29.01,1.31,Lost Customer
1238,Hannah Cervantes,Female,52,757,3189,China,2022-09-28 19:42:00,458,2,6210,66.73,74.05,73.62,3.64,Medium Value customer
1239,Samuel Mcbride,Female,43,738,7723,Italy,2019-08-26 09:37:00,1587,1,60,10.15,29.18,29.01,1.31,Lost Customer
1240,Casey Schroeder,Female,61,735,6624,USA,2023-05-27 12:21:00,217,3,1312,82.73,94.57,94.02,4.62,Top Customer
1241,Veronica Sweeney,Female,46,762,6507,Australia,2023-05-11 02:46:00,234,1,600,81.19,29.18,29.01,1.84,Low Value customer
1242,Joshua King,Female,23,716,7949,Spain,2019-08-29 02:22:00,1585,1,140,10.24,29.18,29.01,1.31,Lost Customer
1243,Lindsay Miller,Female,69,698,7020,UK,2022-01-05 12:14:00,724,2,2360,53.4,74.05,73.62,3.54,Medium Value customer
1244,Jacqueline Stephens,Female,43,667,6363,Australia,2019-08-30 06:01:00,1584,1,3000,10.34,29.18,29.01,1.31,Lost Customer
1245,Leslie Brooks MD,Female,55,642,6044,Italy,2019-08-31 11:20:00,1582,1,120,10.43,29.18,29.01,1.31,Lost Customer
1246,Angela Walker,Male,20,755,4777,Canada,2022-06-16 08:55:00,562,2,7340,60.24,74.05,73.62,3.59,Medium Value customer
1247,Elizabeth Nichols,Female,33,712,7230,Spain,2023-11-06 03:50:00,55,1,540,95.74,29.18,29.01,1.95,Low Value customer
1248,Angela Aguilar,Female,60,696,3053,Italy,2019-09-01 20:13:00,1581,1,8,10.52,29.18,29.01,1.31,Lost Customer
1249,Haley Henry,Male,66,707,6741,Canada,2019-09-02 08:39:00,1580,1,320,10.61,29.18,29.01,1.31,Lost Customer
1250,Elizabeth Chambers,Female,66,742,4310,Spain,2019-09-05 04:34:00,1578,1,2000,10.7,29.18,29.01,1.32,Lost Customer
1251,Rachael Hawkins,Male,61,751,7194,UK,2019-09-06 23:00:00,1576,1,150,10.79,29.18,29.01,1.32,Lost Customer
1252,Bernard King,Male,44,608,3897,Canada,2019-09-07 14:24:00,1575,1,2400,10.92,29.18,29.01,1.32,Lost Customer
1253,Michelle Friedman,Male,35,610,6169,Italy,2023-12-28 05:41:00,3,1,4500,99.91,29.18,29.01,1.98,Low Value customer
1254,Mitchell Ortiz,Female,62,619,3363,Spain,2019-09-08 03:28:00,1575,1,150,10.92,29.18,29.01,1.32,Lost Customer
1255,Jacob Hall MD,Female,53,630,4914,Japan,2023-05-26 12:25:00,218,2,608,82.5,74.05,73.62,3.75,Medium Value customer
1256,Raymond Krause,Female,27,755,6736,UK,2019-09-10 10:59:00,1572,1,300,11.11,29.18,29.01,1.32,Lost Customer
1257,Jessica Smith,Male,27,662,7215,India,2023-06-14 04:37:00,200,3,1280,84.5,94.57,94.02,4.64,Top Customer
1258,Andrea Herrera,Female,24,711,4246,Spain,2019-09-11 04:01:00,1572,1,100,11.11,29.18,29.01,1.32,Lost Customer
1260,Joseph Good,Male,47,726,5998,Australia,2019-09-12 18:39:00,1570,1,3000,11.24,29.18,29.01,1.32,Lost Customer
1261,Timothy Rosario,Female,57,632,5969,Italy,2023-02-06 23:09:00,327,2,480,75.34,74.05,73.62,3.7,Medium Value customer
1262,Margaret Romero,Female,41,640,4379,China,2019-09-16 12:08:00,1566,1,1500,11.33,29.18,29.01,1.32,Lost Customer
1263,Katherine Sanchez,Female,57,739,6939,Australia,2019-09-17 16:01:00,1565,1,140,11.47,29.18,29.01,1.32,Lost Customer
1264,Briana Marshall,Male,37,693,4785,Australia,2019-09-17 23:12:00,1565,1,70,11.47,29.18,29.01,1.32,Lost Customer
1265,Jenna Adams,Male,23,654,6761,Canada,2019-09-18 17:16:00,1564,1,60,11.6,29.18,29.01,1.32,Lost Customer
1266,Eric Cook,Female,69,612,7061,China,2023-08-30 04:56:00,123,1,8,90.48,29.18,29.01,1.91,Low Value customer
1267,Gregory Briggs,Male,64,655,4416,Japan,2019-09-20 23:19:00,1562,1,48,11.7,29.18,29.01,1.32,Lost Customer
1269,Lori Smith,Male,27,606,4582,Canada,2019-09-21 19:04:00,1561,1,36,11.79,29.18,29.01,1.32,Lost Customer
1270,Paul Griffin DDS,Female,53,655,5238,Italy,2019-09-24 02:29:00,1559,1,24,11.88,29.18,29.01,1.32,Lost Customer
1271,Benjamin Vang,Female,29,720,7476,China,2023-11-07 16:48:00,53,2,6540,95.97,74.05,73.62,3.85,Medium Value customer
1272,Jose Wiley,Female,27,655,4736,Japan,2019-09-26 05:32:00,1557,1,105,11.97,29.18,29.01,1.33,Lost Customer
1273,Patricia James,Female,67,710,6854,Japan,2019-09-29 05:01:00,1554,1,75,12.06,29.18,29.01,1.33,Lost Customer
1274,Stephen King,Female,18,751,6165,Italy,2023-09-05 05:26:00,117,3,950,91.12,94.57,94.02,4.69,Top Customer
1275,Lisa Calhoun,Male,24,687,7418,Japan,2022-04-07 08:22:00,633,1,7200,56.39,29.18,29.01,1.66,Low Value customer
1276,Judy Ellis,Female,55,612,3074,India,2022-05-07 08:41:00,602,2,690,58.43,74.05,73.62,3.57,Medium Value customer
1277,Jessica Ingram,Male,68,689,3551,Canada,2019-10-03 20:48:00,1549,1,80,12.15,29.18,29.01,1.33,Lost Customer
1278,Austin Spencer,Female,19,696,3913,Australia,2023-12-22 00:43:00,9,2,10500,99.37,74.05,73.62,3.88,Medium Value customer
1279,Andrew Santos,Male,66,727,7823,China,2023-10-19 03:12:00,73,2,540,94.79,74.05,73.62,3.85,Medium Value customer
1280,Danielle Smith,Male,65,738,4740,Canada,2022-10-31 00:21:00,426,2,125,68.99,74.05,73.62,3.65,Medium Value customer
1282,Kayla Williams,Female,47,720,7789,Australia,2019-10-11 22:12:00,1541,1,140,12.24,29.18,29.01,1.33,Lost Customer
1283,Anthony Dominguez,Female,27,677,6300,Canada,2019-10-12 12:11:00,1540,1,300,12.33,29.18,29.01,1.33,Lost Customer
1284,Patricia Gilmore,Male,47,603,6578,Japan,2022-07-11 08:50:00,537,2,416,62.38,74.05,73.62,3.6,Medium Value customer
1286,Bradley Burke,Female,50,624,6422,China,2023-06-17 07:24:00,197,2,660,84.68,74.05,73.62,3.77,Medium Value customer
1287,Thomas Hines,Female,49,612,7725,Canada,2019-10-16 02:08:00,1537,1,60,12.42,29.18,29.01,1.33,Lost Customer
1288,Rita Davis,Male,31,608,5451,Australia,2023-04-23 08:50:00,251,2,100,79.51,74.05,73.62,3.73,Medium Value customer
1289,Joseph Morton,Female,35,627,7763,India,2019-10-19 03:36:00,1534,1,150,12.51,29.18,29.01,1.33,Lost Customer
1290,William Torres,Male,43,715,4222,USA,2022-02-01 13:41:00,697,2,4625,54.58,74.05,73.62,3.54,Medium Value customer
1291,Marcus Rodriguez,Female,58,707,4422,UK,2019-10-22 00:12:00,1531,1,8,12.6,29.18,29.01,1.33,Lost Customer
1292,Sierra Hernandez,Male,25,608,7887,Australia,2022-05-29 06:13:00,581,2,2200,59.25,74.05,73.62,3.58,Medium Value customer
1293,Michele Robertson,Female,64,657,3462,Japan,2019-10-24 09:11:00,1528,1,48,12.74,29.18,29.01,1.33,Lost Customer
1294,Maria Schwartz,Male,48,608,6204,UK,2019-10-25 06:29:00,1528,1,50,12.74,29.18,29.01,1.33,Lost Customer
1295,Thomas Mcgrath,Male,33,764,7391,Canada,2023-05-26 19:43:00,218,1,180,82.5,29.18,29.01,1.85,Low Value customer
1296,Christopher Mclean,Male,26,703,4919,Japan,2019-10-28 08:14:00,1525,1,75,12.87,29.18,29.01,1.33,Lost Customer
1297,Melissa Houston,Female,18,774,3185,Australia,2019-10-29 06:19:00,1524,1,105,12.96,29.18,29.01,1.33,Lost Customer
1298,Valerie Martinez,Female,22,626,5429,India,2019-10-29 16:41:00,1523,1,240,13.06,29.18,29.01,1.33,Lost Customer
1299,Ronald Zamora,Female,59,764,5906,Australia,2022-03-27 23:22:00,643,2,160,56.12,74.05,73.62,3.56,Medium Value customer
1300,Karen Wolf,Female,28,614,4826,Canada,2019-10-30 15:49:00,1522,1,2000,13.15,29.18,29.01,1.33,Lost Customer
1301,Mrs. Rhonda Arnold,Female,44,759,7166,Spain,2019-11-01 14:12:00,1520,1,240,13.24,29.18,29.01,1.33,Lost Customer
1302,Yolanda Frank,Male,56,635,5813,India,2019-11-03 06:16:00,1519,1,140,13.33,29.18,29.01,1.34,Lost Customer
1304,Joshua Williams,Male,43,731,7302,Canada,2022-04-13 02:02:00,627,1,108,56.75,29.18,29.01,1.66,Low Value customer
1305,Amy Duke,Female,24,774,5124,India,2019-11-05 08:01:00,1517,1,70,13.42,29.18,29.01,1.34,Lost Customer
1306,Kevin Dudley,Female,56,702,7778,USA,2019-11-08 13:47:00,1513,1,54,13.55,29.18,29.01,1.34,Lost Customer
1307,Madison James MD,Male,46,767,4721,Spain,2019-11-09 02:33:00,1513,1,75,13.55,29.18,29.01,1.34,Lost Customer
1309,Scott Juarez,Female,19,697,4604,Canada,2022-05-18 04:20:00,592,2,200,58.66,74.05,73.62,3.57,Medium Value customer
1311,Stephen Chandler,Male,34,723,3989,Spain,2023-11-28 12:16:00,32,4,163,97.28,100.0,99.41,4.96,Top Customer
1312,Mrs. Angela Kelley,Female,21,697,5127,Italy,2022-08-17 08:01:00,501,3,670,64.1,94.57,94.02,4.48,High Value Customer
1313,Meghan Brown,Female,54,700,3389,China,2022-10-07 09:12:00,449,2,255,67.59,74.05,73.62,3.64,Medium Value customer
1314,Taylor Brown,Male,32,751,4897,Canada,2019-11-15 04:57:00,1507,1,35,13.69,29.18,29.01,1.34,Lost Customer
1316,Johnathan Spencer,Female,30,677,7599,Spain,2023-12-05 11:03:00,25,3,320,97.82,94.57,94.02,4.74,Top Customer
1317,John Gilmore,Female,59,610,6340,Italy,2023-09-15 23:43:00,106,2,242,92.07,74.05,73.62,3.83,Medium Value customer
1318,Julie Clayton,Female,22,673,7643,Canada,2019-11-17 21:13:00,1504,1,8,13.78,29.18,29.01,1.34,Lost Customer
1319,Taylor Keith MD,Female,55,772,4387,USA,2019-11-18 20:56:00,1503,1,105,13.87,29.18,29.01,1.34,Lost Customer
1320,Molly Brown,Female,36,700,4538,UK,2022-12-29 04:34:00,367,2,310,72.94,74.05,73.62,3.68,Medium Value customer
1321,Jaclyn Thompson,Female,23,600,3272,China,2023-06-29 08:25:00,185,2,615,85.13,74.05,73.62,3.77,Medium Value customer
1322,Sarah Gonzalez,Female,66,637,5126,UK,2023-04-04 10:18:00,270,3,1120,78.79,94.57,94.02,4.59,Top Customer
1323,James Sawyer,Male,64,640,7217,Italy,2019-11-21 18:46:00,1500,1,420,13.96,29.18,29.01,1.34,Lost Customer
1324,Lauren Valencia,Female,63,705,6055,Australia,2022-12-13 12:06:00,382,3,1800,71.44,94.57,94.02,4.54,Top Customer
1325,Aaron Lucas,Male,66,712,3279,India,2023-08-11 03:20:00,142,2,290,88.98,74.05,73.62,3.8,Medium Value customer
1326,Amanda Lindsey,Male,60,661,6237,Canada,2019-11-24 22:16:00,1497,1,100,14.05,29.18,29.01,1.34,Lost Customer
1327,David Duncan,Male,43,694,4749,Japan,2022-08-12 02:03:00,506,2,105,63.78,74.05,73.62,3.61,Medium Value customer
1328,Mario Smith,Female,62,649,6183,Italy,2019-11-26 23:03:00,1495,1,6000,14.19,29.18,29.01,1.34,Lost Customer
1329,Tina Cruz,Female,19,725,3825,Japan,2019-11-27 06:30:00,1495,1,1200,14.19,29.18,29.01,1.34,Lost Customer
1330,Andrew White,Male,60,690,3972,UK,2019-11-27 12:12:00,1494,1,250,14.32,29.18,29.01,1.34,Lost Customer
1331,Kevin Riley,Female,30,692,3329,Australia,2022-12-18 11:35:00,377,2,465,71.99,74.05,73.62,3.67,Medium Value customer
1332,Ashley Torres,Male,18,705,5211,Spain,2019-11-28 11:21:00,1493,1,300,14.42,29.18,29.01,1.34,Lost Customer
1333,Maureen Wright,Male,43,622,4981,Canada,2023-02-12 00:31:00,322,2,65,75.61,74.05,73.62,3.7,Medium Value customer
1334,Jessica Lucas,Female,21,662,4426,UK,2019-12-01 09:11:00,1490,1,70,14.51,29.18,29.01,1.34,Lost Customer
1335,Justin Williamson,Male,44,629,3990,India,2022-06-26 10:25:00,552,3,4890,60.92,94.57,94.02,4.46,High Value Customer
1336,Mark Fitzpatrick,Male,22,627,7692,USA,2019-12-04 10:29:00,1487,1,300,14.64,29.18,29.01,1.35,Lost Customer
1337,Frederick Crawford,Male,39,701,5683,Japan,2023-04-06 11:31:00,268,1,450,78.97,29.18,29.01,1.83,Low Value customer
1338,Victoria Schmidt,Male,69,620,4105,Japan,2019-12-05 02:23:00,1487,1,120,14.64,29.18,29.01,1.35,Lost Customer
1339,Jasmine Chavez,Male,59,672,7944,Italy,2023-05-29 03:08:00,216,2,225,82.86,74.05,73.62,3.76,Medium Value customer
1340,Wendy Pham,Female,49,600,4589,China,2023-10-28 10:22:00,63,2,435,95.47,74.05,73.62,3.85,Medium Value customer
1341,Amy King,Male,21,668,6666,Spain,2019-12-05 16:42:00,1486,1,1200,14.78,29.18,29.01,1.35,Lost Customer
1342,Jennifer Hernandez,Female,66,694,6589,USA,2022-07-04 18:04:00,544,2,3090,61.65,74.05,73.62,3.6,Medium Value customer
1343,Leslie Harris,Male,69,717,5644,USA,2023-07-06 21:37:00,177,3,695,85.81,94.57,94.02,4.65,Top Customer
1344,Amy Mcpherson,Female,24,659,6718,Canada,2019-12-10 16:59:00,1481,1,32,14.91,29.18,29.01,1.35,Lost Customer
1345,Jason Adkins,Female,23,604,4169,Italy,2019-12-11 01:35:00,1481,1,18,14.91,29.18,29.01,1.35,Lost Customer
1347,Michelle Wright,Male,35,714,5146,Canada,2023-06-01 00:39:00,213,3,7890,83.23,94.57,94.02,4.63,Top Customer
1348,Erica Castillo,Female,45,656,7408,Canada,2019-12-13 15:31:00,1478,1,1200,15.1,29.18,29.01,1.35,Lost Customer
1349,Luke Davis,Female,55,752,6916,Spain,2019-12-13 22:00:00,1478,1,105,15.1,29.18,29.01,1.35,Lost Customer
1350,Shelly Rivas,Female,49,648,5854,Italy,2019-12-15 04:54:00,1477,1,1600,15.23,29.18,29.01,1.35,Lost Customer
1352,Damon Butler,Female,37,624,6521,India,2019-12-15 20:50:00,1476,1,600,15.32,29.18,29.01,1.35,Lost Customer
1354,Dean Taylor,Female,59,644,3332,China,2023-03-17 20:18:00,288,1,3000,77.43,29.18,29.01,1.82,Low Value customer
1355,Denise Anderson,Female,45,711,4678,Spain,2019-12-17 22:29:00,1474,1,360,15.41,29.18,29.01,1.35,Lost Customer
1356,Denise Nguyen,Female,42,688,4365,Canada,2022-08-07 23:46:00,510,2,180,63.55,74.05,73.62,3.61,Medium Value customer
1358,Jeffrey Simmons,Female,46,643,3074,India,2023-01-25 15:42:00,339,2,190,74.66,74.05,73.62,3.69,Medium Value customer
1360,David Williams,Female,60,685,6092,Italy,2019-12-20 18:36:00,1471,1,480,15.5,29.18,29.01,1.35,Lost Customer
1361,Cynthia Morales,Female,53,702,4909,USA,2023-05-03 01:07:00,242,3,323,80.19,94.57,94.02,4.6,Top Customer
1362,Mary Gibbs,Female,49,639,7072,Australia,2023-08-04 17:16:00,148,2,1050,88.03,74.05,73.62,3.8,Medium Value customer
1363,Jacqueline Long,Female,22,658,3642,Spain,2023-02-16 14:47:00,317,2,560,75.75,74.05,73.62,3.7,Medium Value customer
1364,Melanie Acosta,Male,37,633,6144,Italy,2022-09-25 01:36:00,462,2,390,66.09,74.05,73.62,3.63,Medium Value customer
1365,Tina Estrada,Female,42,603,7633,Japan,2022-02-25 03:01:00,674,2,485,55.12,74.05,73.62,3.55,Medium Value customer
1366,David Davis,Female,39,620,5930,UK,2023-05-03 15:38:00,241,2,2640,80.33,74.05,73.62,3.74,Medium Value customer
1367,Joseph Bell,Female,39,704,7465,UK,2019-12-31 21:15:00,1460,1,1600,15.59,29.18,29.01,1.35,Lost Customer
1368,Thomas Wagner,Female,31,747,5787,India,2020-01-03 00:57:00,1458,1,80,15.68,29.18,29.01,1.35,Lost Customer
1369,Nicole May,Female,35,637,5270,Japan,2023-06-10 15:11:00,203,3,2600,84.22,94.57,94.02,4.64,Top Customer
1370,Cassandra Whitney,Female,58,769,3238,India,2020-01-04 23:26:00,1456,1,2400,15.78,29.18,29.01,1.35,Lost Customer
1371,Anthony Diaz,Female,71,748,4686,Spain,2020-01-06 01:52:00,1455,1,30,15.87,29.18,29.01,1.35,Lost Customer
1372,Ashley White,Female,43,740,7839,Canada,2020-01-07 20:21:00,1453,1,120,16.09,29.18,29.01,1.36,Lost Customer
1373,Christopher Franco,Male,34,746,5770,Australia,2020-01-07 22:29:00,1453,1,150,16.09,29.18,29.01,1.36,Lost Customer
1374,Brian Reyes,Female,29,752,3147,Italy,2020-01-07 23:14:00,1453,1,3000,16.09,29.18,29.01,1.36,Lost Customer
1375,Sarah Huang,Female,41,645,5641,UK,2020-01-08 04:47:00,1453,1,80,16.09,29.18,29.01,1.36,Lost Customer
1376,James Little,Male,66,639,6126,China,2022-03-10 13:33:00,660,1,350,55.53,29.18,29.01,1.65,Low Value customer
1378,Brett Todd,Female,71,639,7151,Italy,2020-01-10 22:20:00,1450,1,150,16.32,29.18,29.01,1.36,Lost Customer
1379,Cody Alexander,Male,66,740,6364,Spain,2023-11-26 16:15:00,34,3,216,97.05,94.57,94.02,4.73,Top Customer
1380,Eric Williamson,Female,20,713,6046,Australia,2020-01-11 17:45:00,1449,1,160,16.41,29.18,29.01,1.36,Lost Customer
1381,Randy Brock,Male,40,769,3766,Italy,2023-07-29 05:59:00,155,2,166,87.67,74.05,73.62,3.79,Medium Value customer
1382,Brenda Harris,Male,44,687,6124,Spain,2023-08-17 11:35:00,135,2,200,89.35,74.05,73.62,3.8,Medium Value customer
1383,Christopher Knight,Male,36,727,3778,Japan,2023-02-21 16:15:00,312,2,106,76.07,74.05,73.62,3.71,Medium Value customer
1384,Denise Murphy,Female,54,635,6975,China,2022-07-06 11:10:00,542,2,340,61.79,74.05,73.62,3.6,Medium Value customer
1385,Sarah Weaver,Male,51,688,7278,Australia,2020-01-21 16:41:00,1439,1,7200,16.5,29.18,29.01,1.36,Lost Customer
1387,Robin Woods,Female,50,778,5251,Spain,2020-01-23 21:47:00,1437,1,350,16.59,29.18,29.01,1.36,Lost Customer
1388,Matthew Smith,Male,19,637,4296,Japan,2020-01-24 10:05:00,1436,1,400,16.68,29.18,29.01,1.36,Lost Customer
1389,Michael Logan,Male,34,736,4038,Italy,2022-06-22 15:07:00,556,1,25,60.74,29.18,29.01,1.69,Low Value customer
1390,Mary Hester,Male,44,748,4380,Spain,2020-01-26 07:31:00,1435,1,100,16.77,29.18,29.01,1.36,Lost Customer
1391,Tammy Frazier,Female,21,625,5462,Spain,2022-04-27 05:58:00,613,2,7605,57.57,74.05,73.62,3.57,Medium Value customer
1392,Jeffrey Rodriguez,Female,72,722,3929,Japan,2020-01-28 11:46:00,1432,1,2000,16.86,29.18,29.01,1.36,Lost Customer
1393,Danielle Brown,Male,45,731,3557,UK,2023-05-22 23:43:00,222,3,386,82.18,94.57,94.02,4.62,Top Customer
1394,Michelle Campbell,Male,23,673,7771,USA,2020-01-29 12:39:00,1431,1,7200,17.0,29.18,29.01,1.36,Lost Customer
1395,Edward Harris,Female,44,646,6587,Australia,2020-01-29 17:09:00,1431,1,200,17.0,29.18,29.01,1.36,Lost Customer
1396,Brittney Yu,Male,41,671,5383,Spain,2023-08-30 23:01:00,122,2,1700,90.66,74.05,73.62,3.81,Medium Value customer
1397,Jeanette Walker,Male,34,761,5376,Canada,2023-03-23 08:01:00,283,2,540,77.92,74.05,73.62,3.72,Medium Value customer
1398,Pamela King,Male,30,620,3307,Australia,2022-10-28 12:52:00,428,2,460,68.81,74.05,73.62,3.65,Medium Value customer
1400,Joshua Barnes,Female,68,614,7217,UK,2022-12-14 18:28:00,381,2,960,71.53,74.05,73.62,3.67,Medium Value customer
1401,Samantha Walter,Female,34,692,6617,UK,2022-12-19 03:15:00,377,2,240,71.99,74.05,73.62,3.67,Medium Value customer
1402,Mr. Todd Gibson,Male,25,714,7070,China,2023-10-21 18:36:00,70,2,3210,94.97,74.05,73.62,3.85,Medium Value customer
1403,Brian Hardy,Male,22,651,6263,Australia,2022-10-22 11:38:00,434,2,174,68.4,74.05,73.62,3.65,Medium Value customer
1404,Linda Pace,Female,71,622,3747,Australia,2023-08-23 13:40:00,129,1,270,89.85,29.18,29.01,1.91,Low Value customer
1405,Rose Graham,Female,47,605,7568,USA,2022-08-19 06:18:00,499,2,3000,64.23,74.05,73.62,3.62,Medium Value customer
1406,Carrie Jones,Male,44,687,6409,Japan,2020-02-07 10:53:00,1422,1,280,17.18,29.18,29.01,1.36,Lost Customer
1407,Alexa Barnes,Male,50,630,5843,Spain,2023-08-27 15:35:00,125,2,7260,90.3,74.05,73.62,3.81,Medium Value customer
1408,Zachary Davis,Male,44,719,3626,Australia,2020-02-08 07:07:00,1422,1,16,17.18,29.18,29.01,1.36,Lost Customer
1409,Kyle Johnson,Female,46,776,5319,China,2023-10-12 01:15:00,80,2,210,93.97,74.05,73.62,3.84,Medium Value customer
1410,Patricia Greene,Female,64,728,4735,China,2020-02-08 17:25:00,1421,1,50,17.36,29.18,29.01,1.37,Lost Customer
1411,Michelle Keller,Female,35,664,3796,Spain,2020-02-09 02:22:00,1421,1,360,17.36,29.18,29.01,1.37,Lost Customer
1412,Daniel Moore,Female,37,710,5803,UK,2020-02-09 23:22:00,1420,1,270,17.5,29.18,29.01,1.37,Lost Customer
1413,Brandi Mills,Female,22,754,3027,India,2023-08-05 22:19:00,147,2,250,88.21,74.05,73.62,3.8,Medium Value customer
1414,David Young,Female,71,688,5406,Japan,2020-02-11 04:31:00,1419,1,100,17.59,29.18,29.01,1.37,Lost Customer
1415,Rebecca Kelley,Female,64,645,7848,Canada,2023-10-01 18:56:00,90,2,1575,93.02,74.05,73.62,3.83,Medium Value customer
1416,Angela Fry,Female,47,769,6076,USA,2020-02-11 17:08:00,1418,1,105,17.72,29.18,29.01,1.37,Lost Customer
1417,Jennifer Garcia,Female,68,626,6253,Canada,2023-03-24 06:19:00,282,2,3500,78.06,74.05,73.62,3.72,Medium Value customer
1418,Deborah Sullivan,Male,37,655,4794,China,2020-02-12 00:19:00,1418,1,150,17.72,29.18,29.01,1.37,Lost Customer
1419,Michael Hartman,Male,54,648,5887,Spain,2022-07-28 02:45:00,521,2,95,63.15,74.05,73.62,3.61,Medium Value customer
1420,Alexandra Galvan,Male,69,709,4288,Italy,2020-02-14 03:07:00,1416,1,30,17.91,29.18,29.01,1.37,Lost Customer
1421,Robert Ramirez,Female,20,709,7201,China,2023-05-17 21:49:00,227,1,50,81.82,29.18,29.01,1.85,Low Value customer
1422,Jordan Carpenter,Male,26,699,6034,India,2020-02-14 03:47:00,1416,1,70,17.91,29.18,29.01,1.37,Lost Customer
1423,Lawrence Bolton,Female,27,739,3479,China,2020-02-14 11:55:00,1415,1,250,18.04,29.18,29.01,1.37,Lost Customer
1424,Tracy Novak,Male,52,765,7696,UK,2023-07-24 15:56:00,159,2,108,87.35,74.05,73.62,3.79,Medium Value customer
1425,Jennifer Osborne,Male,52,668,5625,India,2020-02-16 01:25:00,1414,1,200,18.13,29.18,29.01,1.37,Lost Customer
1426,Nathan Paul,Male,60,602,6569,Japan,2020-02-17 00:02:00,1413,1,40,18.22,29.18,29.01,1.37,Lost Customer
1427,Cynthia Gomez,Male,69,756,4074,Australia,2020-02-18 01:43:00,1412,1,90,18.31,29.18,29.01,1.37,Lost Customer
1428,Tiffany Boyd,Female,33,664,5002,China,2020-02-18 18:34:00,1411,1,160,18.45,29.18,29.01,1.37,Lost Customer
1429,James Ward,Male,59,746,3873,Japan,2020-02-19 04:08:00,1411,1,75,18.45,29.18,29.01,1.37,Lost Customer
1430,Christopher Pratt,Female,22,720,3415,China,2023-03-17 11:33:00,288,2,7620,77.43,74.05,73.62,3.72,Medium Value customer
1431,David Morton,Male,64,724,6555,Canada,2020-02-21 17:45:00,1408,1,2500,18.63,29.18,29.01,1.38,Lost Customer
1432,Ryan Jones,Male,22,692,3075,Australia,2020-02-22 04:05:00,1408,1,140,18.63,29.18,29.01,1.38,Lost Customer
1433,Brittany Lopez,Female,51,644,4944,Australia,2020-02-28 16:54:00,1401,1,150,18.77,29.18,29.01,1.38,Lost Customer
1434,Douglas Garcia,Female,61,687,7734,UK,2023-07-13 21:01:00,170,2,750,86.31,74.05,73.62,3.78,Medium Value customer
1435,Cory Orr,Female,56,745,3238,Japan,2020-03-01 18:17:00,1399,1,150,18.86,29.18,29.01,1.38,Lost Customer
1436,Dr. Christina Peterson,Male,29,686,5424,India,2023-10-23 01:41:00,69,2,520,95.15,74.05,73.62,3.85,Medium Value customer
1437,Justin Wagner,Male,56,634,4530,USA,2023-12-04 18:52:00,26,2,325,97.73,74.05,73.62,3.87,Medium Value customer
1438,Rachel Carroll,Female,59,684,6493,USA,2020-03-05 09:02:00,1395,1,25,18.95,29.18,29.01,1.38,Lost Customer
1439,Jerry Meadows,Female,59,756,7420,Italy,2023-02-24 06:09:00,310,2,1200,76.2,74.05,73.62,3.71,Medium Value customer
1440,Jason Mooney,Female,31,614,6303,UK,2023-12-12 21:00:00,18,3,1375,98.73,94.57,94.02,4.74,Top Customer
1441,Rachel Atkins,Female,63,641,4821,UK,2020-03-09 22:55:00,1391,1,105,19.04,29.18,29.01,1.38,Lost Customer
1443,Angela Salas,Male,55,774,3799,China,2020-03-11 01:14:00,1390,1,420,19.13,29.18,29.01,1.38,Lost Customer
1445,Tyler Holmes,Male,62,614,7330,UK,2022-06-17 01:32:00,562,2,280,60.24,74.05,73.62,3.59,Medium Value customer
1446,Kimberly Hall,Female,42,712,7377,China,2022-10-15 02:41:00,442,2,400,67.82,74.05,73.62,3.64,Medium Value customer
1447,Tyler Hansen,Male,53,671,6521,Australia,2020-03-14 16:44:00,1386,1,4500,19.22,29.18,29.01,1.38,Lost Customer
1449,Meghan Holloway,Male,62,708,3789,India,2020-03-17 17:48:00,1383,1,4800,19.31,29.18,29.01,1.38,Lost Customer
